Program_Code,Institution_Name,departments,Programme_Name,Cutoff_2023,Cutoff_2022,Subject_1,Subject_2,Subject_3,Subject_4
1176112,LAIKIPIA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (BIOCHEMISTRY,15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1057112,EGERTON UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (BIOCHEMISTRY),25.661,25.756,MAT A(121):C,BIO(231):C+,CHE(233):C,
1073112,RONGO UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (BIOCHEMISTRY),15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1077112,KENYA METHODIST UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (BIOCHEMISTRY),-,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1082112,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE (BIOCHEMISTRY),23.504,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1087112,KISII UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (BIOCHEMISTRY),15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1093112,UNIVERSITY OF EMBU,Pure Sciences,BACHELOR OF SCIENCE (BIOCHEMISTRY),15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1105112,CHUKA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (BIOCHEMISTRY),15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1111112,KENYATTA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (BIOCHEMISTRY),32.976,31.582,MAT A(121):C,BIO(231):C+,CHE(233):C,
1112112,TECHNICAL UNIVERSITY OF KENYA,Pure Sciences,BACHELOR OF SCIENCE (BIOCHEMISTRY),31.23,32.89,MAT A(121):C,BIO(231):C+,CHE(233):C,
1117112,PWANI UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (BIOCHEMISTRY),15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1118112,UNIVERSITY OF KABIANGA,Pure Sciences,BACHELOR OF SCIENCE (BIOCHEMISTRY),15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1253112,MOI UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (BIOCHEMISTRY),25.581,27.542,MAT A(121):C,BIO(231):C+,CHE(233):C,
1263112,UNIVERSITY OF NAIROBI,Pure Sciences,BACHELOR OF SCIENCE (BIOCHEMISTRY),32.695,31.056,MAT A(121):C,BIO(231):C+,CHE(233):C,
1063112,TECHNICAL UNIVERSITY OF MOMBASA,Pure Sciences,BACHELOR OF SCIENCE IN BIOCHEMISTRY,15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1114112,UNIVERSITY OF ELDORET,Pure Sciences,BACHELOR OF SCIENCE IN BIOCHEMISTRY,15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1240112,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE IN BIOCHEMISTRY,15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1229112,MASENO UNIVERSITY,Pure Sciences,"BACHELOR OF SCIENCE (BIOCHEMISTRY, WITH IT)",30.294,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,
1166113,SOUTH EASTERN KENYA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (GEOLOGY),15.683,17.363,MAT A(121):C+,PHY(232):C+,GEO(312)/CHE(233):C,
1263113,UNIVERSITY OF NAIROBI,Pure Sciences,BACHELOR OF SCIENCE (GEOLOGY),15.683,17.363,MAT A(121):C+,PHY(232):C+,GEO(312)/CHE(233):C,
1173113,"DEDAN KIMATHI UNIVERSITY OF
TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE IN GEOLOGY,15.683,17.363,MAT A(121):C+,PHY(232):C+,GEO(312)/CHE(233):C,
1111114,KENYATTA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY WITH MANAGEMENT),25.901,27.578,MAT A(121):C,PHY(232):C,CHE(233):C+,
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
1087114,KISII UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY),15.683,15.982,MAT A(121):C,PHY(232):C,CHE(233):C+,
1093114,UNIVERSITY OF EMBU,Pure Sciences,BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY),15.683,15.982,MAT A(121):C,PHY(232):C,CHE(233):C+,
1246114,MURANG'A UNIVERSITY OF TECHNOLOGY,Pure Sciences,BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY),15.683,15.982,MAT A(121):C,PHY(232):C,CHE(233):C+,
1263114,UNIVERSITY OF NAIROBI,Pure Sciences,BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY),27.085,31.513,MAT A(121):C,PHY(232):C,CHE(233):C+,
1079114,KIRINYAGA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN ANALYTICAL CHEMISTRY,15.683,15.982,MAT A(121):C,PHY(232):C,CHE(233):C+,
1091114,TAITA TAVETA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN ANALYTICAL CHEMISTRY,15.683,15.982,MAT A(121):C,PHY(232):C,CHE(233):C+,
1164114,MULTIMEDIA UNIVERSITY OF KENYA,Pure Sciences,BACHELOR OF SCIENCE IN ANALYTICAL CHEMISTRY,15.683,15.982,MAT A(121):C,PHY(232):C,CHE(233):C+,
1170114,MACHAKOS UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN ANALYTICAL CHEMISTRY,15.683,15.982,MAT A(121):C,PHY(232):C,CHE(233):C+,
1249114,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE IN ANALYTICAL CHEMISTRY,24.651,24.218,MAT A(121):C,PHY(232):C,CHE(233):C+,
1114114,UNIVERSITY OF ELDORET,Pure Sciences,BACHELOR OF SCIENCE IN ANALYTICAL CHEMISTRY WITH COMPUTING,15.683,15.982,MAT A(121):C,PHY(232):C,CHE(233):C+,
1229114,MASENO UNIVERSITY,Pure Sciences,"BACHELOR OF SCIENCE (ANALYTICAL CHEMISTRY, WITH IT)",15.683,15.982,MAT A(121):C,PHY(232):C,CHE(233):C+,
1176115,LAIKIPIA UNIVERSITY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE,26.766,25.264,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1246115,MURANG'A UNIVERSITY OF TECHNOLOGY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE,35.024,34.872,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1515115,TOM MBOYA UNIVERSITY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE,-,-,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1057115,EGERTON UNIVERSITY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),38.37,37.746,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1073115,RONGO UNIVERSITY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),25.117,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1078115,AFRICA NAZARENE UNIVERSITY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),18.814,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1079115,KIRINYAGA UNIVERSITY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),24.086,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1082115,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),36.48,36.441,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1093115,UNIVERSITY OF EMBU,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),28.842,24.551,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1105115,CHUKA UNIVERSITY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),35.372,35.626,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1108115,KIBABII UNIVERSITY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),26.078,28.012,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1111115,KENYATTA UNIVERSITY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),43.497,43.23,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1117115,PWANI UNIVERSITY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),34.003,34.938,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1118115,UNIVERSITY OF KABIANGA,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),24.015,25.012,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1165115,MAASAI MARA UNIVERSITY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),32.782,31.458,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1166115,SOUTH EASTERN KENYA UNIVERSITY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),18.814,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1169115,"KENYA HIGHLANDS EVANGELICAL
UNIVERSITY",IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),18.814,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1170115,MACHAKOS UNIVERSITY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),35.264,34.867,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1229115,MASENO UNIVERSITY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),38.155,37.84,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1253115,MOI UNIVERSITY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),38.968,37.892,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1263115,UNIVERSITY OF NAIROBI,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),44.825,44.122,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1500115,THE EAST AFRICAN UNIVERSITY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),18.814,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1580115,"KENYATTA UNIVERSITY - MAMA NGINA
UNIVERSITY COLLEGE",IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),33.591,31.293,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1600115,ALUPE UNIVERSITY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),18.814,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1685115,THARAKA UNIVERSITY,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),18.814,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
5145115,OPEN UNIVERSITY OF KENYA,IT,BACHELOR OF SCIENCE (COMPUTER SCIENCE),-,-,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1060115,RIARA UNIVERSITY,IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,35.796,-,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1061115,KABARAK UNIVERSITY,IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,24.072,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1063115,TECHNICAL UNIVERSITY OF MOMBASA,IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,35.209,36.915,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1080309,CO-OPERATIVE UNIVERSITY OF KENYA,IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,37.695,38.257,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1087115,KISII UNIVERSITY,IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,23.41,23.378,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1088115,GRETSA UNIVERSITY,IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,18.814,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1096115,GARISSA UNIVERSITY,IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,18.814,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1107115,ST PAULS UNIVERSITY,IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,18.814,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1114115,UNIVERSITY OF ELDORET,IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,35.408,35.319,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1164115,MULTIMEDIA UNIVERSITY OF KENYA,IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,41.039,41.44,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1173115,"DEDAN KIMATHI UNIVERSITY OF
TECHNOLOGY",IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,39.746,39.405,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
1196115,"PRESBYTERIAN UNIVERSITY OF EAST
AFRICA",IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,18.814,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1240115,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,33.433,33.475,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1244115,KARATINA UNIVERSITY,IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,24.643,24.097,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1249115,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,44.101,43.809,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1279115,MOUNT KENYA UNIVERSITY,IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,39.238,37.675,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1425115,ZETECH UNIVERSITY,IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,18.814,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1460115,"KIRIRI WOMENS UNIVERSITY OF SCIENCE
AND TECHNOLOGY",IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,18.814,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1470115,KAIMOSI FRIENDS UNIVERSITY,IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,25.508,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1480115,"CATHOLIC UNIVERSITY OF EASTERN
AFRICA",IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,18.814,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1570115,TURKANA UNIVERSITY COLLEGE,IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,18.814,18.638,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1700115,BOMET UNIVERSITY COLLEGE,IT,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,18.814,-,MAT A(121):C+,PHY(232):C+,ENG(101)/KIS(102):C,
1112116,TECHNICAL UNIVERSITY OF KENYA,Engineering,BACHELOR OF ENGINEERING (CIVIL ENGINEERING),41.924,41.524,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1091116,TAITA TAVETA UNIVERSITY,Engineering,BACHELOR OF SCIENCE (CIVIL ENGINEERING),28.212,-,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1111116,KENYATTA UNIVERSITY,Engineering,BACHELOR OF SCIENCE (CIVIL ENGINEERING),42.574,42.148,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1166116,SOUTH EASTERN KENYA UNIVERSITY,Engineering,BACHELOR OF SCIENCE (CIVIL ENGINEERING),34.851,35.858,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1263116,UNIVERSITY OF NAIROBI,Engineering,BACHELOR OF SCIENCE (CIVIL ENGINEERING),43.463,43.091,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1063116,TECHNICAL UNIVERSITY OF MOMBASA,Engineering,BACHELOR OF SCIENCE IN CIVIL ENGINEERING,38.391,38.702,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1164116,MULTIMEDIA UNIVERSITY OF KENYA,Engineering,BACHELOR OF SCIENCE IN CIVIL ENGINEERING,39.11,38.924,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1170116,MACHAKOS UNIVERSITY,Engineering,BACHELOR OF SCIENCE IN CIVIL ENGINEERING,38.015,37.584,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1173116,"DEDAN KIMATHI UNIVERSITY OF
TECHNOLOGY",Engineering,BACHELOR OF SCIENCE IN CIVIL ENGINEERING,39.863,39.769,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1246116,MURANG'A UNIVERSITY OF TECHNOLOGY,Engineering,BACHELOR OF SCIENCE IN CIVIL ENGINEERING,32.717,-,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1249116,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Engineering,BACHELOR OF SCIENCE IN CIVIL ENGINEERING,42.618,42.178,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1111117,KENYATTA UNIVERSITY,Engineering,BACHELOR OF SCIENCE (ELECTRICAL & ELECTRONICS ENGINEERING),42.275,42.125,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1263117,UNIVERSITY OF NAIROBI,Engineering,BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONIC ENGINEERING),43.003,42.776,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1063117,TECHNICAL UNIVERSITY OF MOMBASA,Engineering,BACHELOR OF SCIENCE IN ELECTRICAL & ELECTRONIC ENGINEERING,35.82,37.437,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1173117,"DEDAN KIMATHI UNIVERSITY OF
TECHNOLOGY",Engineering,BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONIC ENGINEERING,38.823,39.454,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1249117,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Engineering,BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONIC ENGINEERING,42.434,42.291,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1057117,EGERTON UNIVERSITY,Engineering,BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING,36.804,-,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1105117,CHUKA UNIVERSITY,Engineering,BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING,35.699,37.673,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1170117,MACHAKOS UNIVERSITY,Engineering,BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING,36.144,36.857,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1246117,MURANG'A UNIVERSITY OF TECHNOLOGY,Engineering,BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING,35.502,36.165,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1166117,SOUTH EASTERN KENYA UNIVERSITY,Engineering,BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONICS ENGINEERING),32.815,34.532,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1112118,TECHNICAL UNIVERSITY OF KENYA,Engineering,BACHELOR OF ENGINEERING (MECHANICAL ENGINEERING),39.887,40.186,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1091118,TAITA TAVETA UNIVERSITY,Engineering,BACHELOR OF SCIENCE (MECHANICAL ENGINEERING),-,-,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1111118,KENYATTA UNIVERSITY,Engineering,BACHELOR OF SCIENCE (MECHANICAL ENGINEERING),41.109,41.033,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1166118,SOUTH EASTERN KENYA UNIVERSITY,Engineering,BACHELOR OF SCIENCE (MECHANICAL ENGINEERING),31.83,33.403,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1263118,UNIVERSITY OF NAIROBI,Engineering,BACHELOR OF SCIENCE (MECHANICAL ENGINEERING),41.835,41.321,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
1063118,TECHNICAL UNIVERSITY OF MOMBASA,Engineering,BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,37.156,36.813,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1170118,MACHAKOS UNIVERSITY,Engineering,BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,35.444,35.198,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1173118,"DEDAN KIMATHI UNIVERSITY OF
TECHNOLOGY",Engineering,BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,37.487,37.987,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1249118,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Engineering,BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,41.45,41.449,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1112119,TECHNICAL UNIVERSITY OF KENYA,Engineering,BACHELOR OF ENGINEERING (GEOSPATIAL ENGINEERING),34.502,37.616,MAT A(121):C+,PHY(232):C+,GEO(312):C,
1263119,UNIVERSITY OF NAIROBI,Engineering,BACHELOR OF SCIENCE (GEOSPATIAL ENGINEERING),35.105,38.483,MAT A(121):C+,PHY(232):C+,GEO(312):C,
1057120,EGERTON UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE,15.683,16.974,MAT A(121):C,BIO(231)/CHE(233)/PHY(23,BIO(231)/CHE(233)/PHY(232),
1061120,KABARAK UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE,15.683,16.974,MAT A(121):C,BIO(231)/CHE(233)/PHY(23,BIO(231)/CHE(233)/PHY(232),
1079120,KIRINYAGA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE,15.683,16.974,MAT A(121):C,BIO(231)/CHE(233)/PHY(23,BIO(231)/CHE(233)/PHY(232),
1096120,GARISSA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE,15.683,16.974,MAT A(121):C,BIO(231)/CHE(233)/PHY(23,BIO(231)/CHE(233)/PHY(232),
1105120,CHUKA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE,15.683,16.974,MAT A(121):C,BIO(231)/CHE(233)/PHY(23,BIO(231)/CHE(233)/PHY(232),
1246120,MURANG'A UNIVERSITY OF TECHNOLOGY,Pure Sciences,BACHELOR OF SCIENCE,15.683,16.974,MAT A(121):C,"BIO(231)/CHE(233)/PHY(23
2):C","BIO(231)/CHE(233)/PHY(232)
:C",
1685120,THARAKA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE,15.683,16.974,MAT A(121):C,BIO(231)/CHE(233)/PHY(23,BIO(231)/CHE(233)/PHY(232),
1111120,KENYATTA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (B.SC),15.683,16.974,MAT A(121):C,BIO(231)/CHE(233)/PHY(23,BIO(231)/CHE(233)/PHY(232),
1114120,UNIVERSITY OF ELDORET,Pure Sciences,BACHELOR OF SCIENCE (B.SC),15.683,16.974,MAT A(121):C,BIO(231)/CHE(233)/PHY(23,BIO(231)/CHE(233)/PHY(232),
1249120,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE (B.SC),15.683,16.974,MAT A(121):C,"BIO(231)/CHE(233)/PHY(23
2):C","BIO(231)/CHE(233)/PHY(232)
:C",
1263120,UNIVERSITY OF NAIROBI,Pure Sciences,BACHELOR OF SCIENCE (B.SC),15.683,16.974,MAT A(121):C,BIO(231)/CHE(233)/PHY(23,BIO(231)/CHE(233)/PHY(232),
1229120,MASENO UNIVERSITY,Pure Sciences,"BACHELOR OF SCIENCE (BASIC SCIENCE, WITH IT)",15.683,16.974,MAT A(121):C,BIO(231)/CHE(233)/PHY(23,BIO(231)/CHE(233)/PHY(232),
1515120,TOM MBOYA UNIVERSITY,Pure Sciences,"BACHELOR OF SCIENCE (BASIC SCIENCE, WITH IT)",15.683,16.974,MAT A(121):C,BIO(231)/CHE(233)/PHY(23,BIO(231)/CHE(233)/PHY(232),
1093120,UNIVERSITY OF EMBU,Pure Sciences,BACHELOR OF SCIENCE (BSC.),15.683,16.974,MAT A(121):C,BIO(231)/CHE(233)/PHY(23,BIO(231)/CHE(233)/PHY(232),
1118120,UNIVERSITY OF KABIANGA,Pure Sciences,BACHELOR OF SCIENCE (BSC.),15.683,16.974,MAT A(121):C,BIO(231)/CHE(233)/PHY(23,BIO(231)/CHE(233)/PHY(232),
1253120,MOI UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (BSC.),15.683,16.974,MAT A(121):C,BIO(231)/CHE(233)/PHY(23,BIO(231)/CHE(233)/PHY(232),
1240120,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",Pure Sciences,BSC (SCIENCE),15.683,16.974,MAT A(121):C,"BIO(231)/CHE(233)/PHY(23
2):C","BIO(231)/CHE(233)/PHY(232)
:C",
1176120,LAIKIPIA UNIVERSITY,Pure Sciences,"BACHELOR OF SCIENCE (PHYSICS, BIOLOGY,CHEMISTRY,MATHEMATICS)",15.683,16.974,MAT A(121):C,"BIO(231)/CHE(233)/PHY(23
2):C","BIO(231)/CHE(233)/PHY(232)
:C",
